,Name,Latitude,Longitude,Rating,Review Count
742,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
743,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
744,Paço do Frevo,-8.06154,-34.87092,4.5,7
745,Praça da República,-8.0613403,-34.8777199,5.0,5
746,Sansa,-8.062973,-34.87236,4.5,8
747,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
748,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
749,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
750,Downtown Pub,-8.0639,-34.8724599,4.5,11
751,Espaço Muda,-8.0533199,-34.8791199,4.5,3
752,Cais do Sertão,-8.060006,-34.869925,4.5,5
753,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
754,Caravela's,-8.0620203,-34.8714104,5.0,4
755,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
756,As Galerias,-8.0612999,-34.87173,4.5,5
757,Itapissuma,-8.0542775,-34.8812561,5.0,2
758,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
759,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
760,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
761,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
762,China 48,-8.0403204,-34.8926697,4.5,5
763,Dalena,-8.0476161,-34.897091,4.5,9
764,Chiwake,-8.0479241,-34.8954469,5.0,5
765,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
766,Via Paladar,-8.04317,-34.893261,5.0,3
767,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
768,Com.Pão,-8.0415697,-34.8981781,5.0,4
769,Papaya Verde,-8.0454302,-34.8928795,4.5,4
770,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
771,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
772,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
773,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
774,Confraria,-8.034333,-34.890739,4.5,6
775,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
776,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
777,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
778,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
779,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
780,Parraxaxá,-8.038119,-34.911863,4.5,14
781,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
782,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
783,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
784,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
785,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
786,Portal da Picanha,-8.03527,-34.899235,4.0,9
787,Mutti Capriccio,-8.03706,-34.91138,4.0,7
788,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
789,Texanno's,-8.035727,-34.908796,4.0,6
790,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
791,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
792,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
793,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
794,Kwai Burger,-8.03809,-34.90225,4.5,4
795,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
796,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
797,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
798,Yantai Express,-8.0325499,-34.9041481,3.0,6
799,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
800,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
801,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
802,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
803,Vovó Nice,-8.04529,-34.9072304,5.0,4
804,Parque Santana,-8.0061598,-34.9272308,5.0,4
805,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
806,Torre Massas,-8.0437202,-34.9105186,5.0,3
807,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
808,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
809,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
810,Recife Cocos,-8.0084925,-34.9365158,5.0,3
811,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
812,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
813,Carlitos Burguer,-8.04387,-34.9092,3.5,7
814,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
815,Irajá,-8.04653,-34.91092,4.0,3
816,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
817,Santa Pizza,-8.0421658,-34.9084854,4.0,4
818,Nova Torre,-8.0422916,-34.9098015,5.0,2
819,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
820,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
821,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
822,Dalena,-8.0476161,-34.897091,4.5,9
823,Chiwake,-8.0479241,-34.8954469,5.0,5
824,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
825,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
826,China 48,-8.0403204,-34.8926697,4.5,5
827,Papaya Verde,-8.0454302,-34.8928795,4.5,4
828,Via Paladar,-8.04317,-34.893261,5.0,3
829,Com.Pão,-8.0415697,-34.8981781,5.0,4
830,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
831,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
832,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
833,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
834,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
835,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
836,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
837,Ponte Nova,-8.0465311,-34.8981218,5.0,4
838,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
839,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
840,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
841,Sugoi,-7.9998088,-34.8392563,4.0,1
842,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
843,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
844,Spettus Steak House,-8.103658,-34.889275,4.5,17
845,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
846,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
847,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
848,Alphaiate,-8.104383,-34.887301,4.5,4
849,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
850,Tomaselli,-8.1029196,-34.8864594,4.5,3
851,Benvinda,-8.10566,-34.889524,4.5,3
852,Mingus,-8.0977966,-34.8847806,5.0,3
853,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
854,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
855,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
856,Underground,-8.0970402,-34.8834915,4.0,6
857,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
858,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
859,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
860,Italian Freddo,-8.1008997,-34.8865814,4.5,2
861,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
862,Club du Vin,-8.1055403,-34.8886108,4.0,2
863,Club Bardot,-8.1101398,-34.892849,5.0,2
864,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
865,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
866,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
867,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
868,Club Miró,-8.0539904,-34.8879318,4.5,5
869,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
870,Bogart Café,-8.0546198,-34.8881798,4.5,5
871,Espaço Muda,-8.0533199,-34.8791199,4.5,3
872,Itapissuma,-8.0542775,-34.8812561,5.0,2
873,São Braz,-8.0543404,-34.8833504,4.5,3
874,Kovacic,-8.0527096,-34.8887444,4.5,3
875,O Vegetariano,-8.05235,-34.8889198,4.5,3
876,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
877,Iraq,-8.0565796,-34.8854599,3.5,6
878,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
879,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
880,Govinda,-8.0553703,-34.8859215,4.5,3
881,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
882,Igarassu,-8.0542775,-34.8812561,4.5,2
883,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
884,Sansa,-8.062973,-34.87236,4.5,8
885,Downtown Pub,-8.0639,-34.8724599,4.5,11
886,Paço do Frevo,-8.06154,-34.87092,4.5,7
887,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
888,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
889,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
890,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
891,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
892,Caravela's,-8.0620203,-34.8714104,5.0,4
893,Seu Boteco,-8.063757,-34.871309,4.5,7
894,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
895,As Galerias,-8.0612999,-34.87173,4.5,5
896,Cais do Sertão,-8.060006,-34.869925,4.5,5
897,Praça da República,-8.0613403,-34.8777199,5.0,5
898,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
899,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
900,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
901,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
902,São Braz Café,-8.0643997,-34.8738785,4.5,3
903,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
904,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
905,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
906,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
907,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
908,Paço do Frevo,-8.06154,-34.87092,4.5,7
909,Praça da República,-8.0613403,-34.8777199,5.0,5
910,Sansa,-8.062973,-34.87236,4.5,8
911,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
912,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
913,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
914,Downtown Pub,-8.0639,-34.8724599,4.5,11
915,Espaço Muda,-8.0533199,-34.8791199,4.5,3
916,Cais do Sertão,-8.060006,-34.869925,4.5,5
917,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
918,Caravela's,-8.0620203,-34.8714104,5.0,4
919,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
920,As Galerias,-8.0612999,-34.87173,4.5,5
921,Itapissuma,-8.0542775,-34.8812561,5.0,2
922,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
923,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
924,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
925,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
926,China 48,-8.0403204,-34.8926697,4.5,5
927,Dalena,-8.0476161,-34.897091,4.5,9
928,Chiwake,-8.0479241,-34.8954469,5.0,5
929,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
930,Via Paladar,-8.04317,-34.893261,5.0,3
931,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
932,Com.Pão,-8.0415697,-34.8981781,5.0,4
933,Papaya Verde,-8.0454302,-34.8928795,4.5,4
934,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
935,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
936,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
937,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
938,Confraria,-8.034333,-34.890739,4.5,6
939,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
940,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
941,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
942,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
943,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
944,Parraxaxá,-8.038119,-34.911863,4.5,14
945,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
946,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
947,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
948,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
949,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
950,Portal da Picanha,-8.03527,-34.899235,4.0,9
951,Mutti Capriccio,-8.03706,-34.91138,4.0,7
952,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
953,Texanno's,-8.035727,-34.908796,4.0,6
954,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
955,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
956,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
957,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
958,Kwai Burger,-8.03809,-34.90225,4.5,4
959,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
960,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
961,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
962,Yantai Express,-8.0325499,-34.9041481,3.0,6
963,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
964,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
965,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
966,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
967,Vovó Nice,-8.04529,-34.9072304,5.0,4
968,Parque Santana,-8.0061598,-34.9272308,5.0,4
969,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
970,Torre Massas,-8.0437202,-34.9105186,5.0,3
971,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
972,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
973,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
974,Recife Cocos,-8.0084925,-34.9365158,5.0,3
975,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
976,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
977,Carlitos Burguer,-8.04387,-34.9092,3.5,7
978,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
979,Irajá,-8.04653,-34.91092,4.0,3
980,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
981,Santa Pizza,-8.0421658,-34.9084854,4.0,4
982,Nova Torre,-8.0422916,-34.9098015,5.0,2
983,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
984,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
985,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
986,Dalena,-8.0476161,-34.897091,4.5,9
987,Chiwake,-8.0479241,-34.8954469,5.0,5
988,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
989,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
990,China 48,-8.0403204,-34.8926697,4.5,5
991,Papaya Verde,-8.0454302,-34.8928795,4.5,4
992,Via Paladar,-8.04317,-34.893261,5.0,3
993,Com.Pão,-8.0415697,-34.8981781,5.0,4
994,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
995,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
996,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
997,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
998,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
999,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1000,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
1001,Ponte Nova,-8.0465311,-34.8981218,5.0,4
1002,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1003,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
1004,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
1005,Sugoi,-7.9998088,-34.8392563,4.0,1
1006,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
1007,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
1008,Spettus Steak House,-8.103658,-34.889275,4.5,17
1009,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
1010,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
1011,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
1012,Alphaiate,-8.104383,-34.887301,4.5,4
1013,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
1014,Tomaselli,-8.1029196,-34.8864594,4.5,3
1015,Benvinda,-8.10566,-34.889524,4.5,3
1016,Mingus,-8.0977966,-34.8847806,5.0,3
1017,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
1018,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
1019,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
1020,Underground,-8.0970402,-34.8834915,4.0,6
1021,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
1022,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
1023,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
1024,Italian Freddo,-8.1008997,-34.8865814,4.5,2
1025,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
1026,Club du Vin,-8.1055403,-34.8886108,4.0,2
1027,Club Bardot,-8.1101398,-34.892849,5.0,2
1028,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1029,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1030,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1031,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1032,Club Miró,-8.0539904,-34.8879318,4.5,5
1033,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1034,Bogart Café,-8.0546198,-34.8881798,4.5,5
1035,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1036,Itapissuma,-8.0542775,-34.8812561,5.0,2
1037,São Braz,-8.0543404,-34.8833504,4.5,3
1038,Kovacic,-8.0527096,-34.8887444,4.5,3
1039,O Vegetariano,-8.05235,-34.8889198,4.5,3
1040,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
1041,Iraq,-8.0565796,-34.8854599,3.5,6
1042,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
1043,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1044,Govinda,-8.0553703,-34.8859215,4.5,3
1045,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
1046,Igarassu,-8.0542775,-34.8812561,4.5,2
1047,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
1048,Sansa,-8.062973,-34.87236,4.5,8
1049,Downtown Pub,-8.0639,-34.8724599,4.5,11
1050,Paço do Frevo,-8.06154,-34.87092,4.5,7
1051,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1052,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1053,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1054,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1055,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1056,Caravela's,-8.0620203,-34.8714104,5.0,4
1057,Seu Boteco,-8.063757,-34.871309,4.5,7
1058,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1059,As Galerias,-8.0612999,-34.87173,4.5,5
1060,Cais do Sertão,-8.060006,-34.869925,4.5,5
1061,Praça da República,-8.0613403,-34.8777199,5.0,5
1062,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
1063,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
1064,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
1065,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
1066,São Braz Café,-8.0643997,-34.8738785,4.5,3
1067,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
1068,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1069,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1070,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1071,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1072,Paço do Frevo,-8.06154,-34.87092,4.5,7
1073,Praça da República,-8.0613403,-34.8777199,5.0,5
1074,Sansa,-8.062973,-34.87236,4.5,8
1075,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1076,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1077,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1078,Downtown Pub,-8.0639,-34.8724599,4.5,11
1079,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1080,Cais do Sertão,-8.060006,-34.869925,4.5,5
1081,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1082,Caravela's,-8.0620203,-34.8714104,5.0,4
1083,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1084,As Galerias,-8.0612999,-34.87173,4.5,5
1085,Itapissuma,-8.0542775,-34.8812561,5.0,2
1086,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
1087,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1088,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1089,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
1090,China 48,-8.0403204,-34.8926697,4.5,5
1091,Dalena,-8.0476161,-34.897091,4.5,9
1092,Chiwake,-8.0479241,-34.8954469,5.0,5
1093,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
1094,Via Paladar,-8.04317,-34.893261,5.0,3
1095,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
1096,Com.Pão,-8.0415697,-34.8981781,5.0,4
1097,Papaya Verde,-8.0454302,-34.8928795,4.5,4
1098,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
1099,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
1100,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
1101,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
1102,Confraria,-8.034333,-34.890739,4.5,6
1103,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
1104,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
1105,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1106,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1107,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
1108,Parraxaxá,-8.038119,-34.911863,4.5,14
1109,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
1110,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
