,Name,Latitude,Longitude,Rating,Review Count
1111,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
1112,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
1113,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
1114,Portal da Picanha,-8.03527,-34.899235,4.0,9
1115,Mutti Capriccio,-8.03706,-34.91138,4.0,7
1116,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
1117,Texanno's,-8.035727,-34.908796,4.0,6
1118,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
1119,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
1120,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
1121,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
1122,Kwai Burger,-8.03809,-34.90225,4.5,4
1123,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
1124,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
1125,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
1126,Yantai Express,-8.0325499,-34.9041481,3.0,6
1127,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
1128,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
1129,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
1130,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
1131,Vovó Nice,-8.04529,-34.9072304,5.0,4
1132,Parque Santana,-8.0061598,-34.9272308,5.0,4
1133,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
1134,Torre Massas,-8.0437202,-34.9105186,5.0,3
1135,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
1136,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
1137,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
1138,Recife Cocos,-8.0084925,-34.9365158,5.0,3
1139,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
1140,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
1141,Carlitos Burguer,-8.04387,-34.9092,3.5,7
1142,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
1143,Irajá,-8.04653,-34.91092,4.0,3
1144,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
1145,Santa Pizza,-8.0421658,-34.9084854,4.0,4
1146,Nova Torre,-8.0422916,-34.9098015,5.0,2
1147,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
1148,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1149,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
1150,Dalena,-8.0476161,-34.897091,4.5,9
1151,Chiwake,-8.0479241,-34.8954469,5.0,5
1152,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
1153,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
1154,China 48,-8.0403204,-34.8926697,4.5,5
1155,Papaya Verde,-8.0454302,-34.8928795,4.5,4
1156,Via Paladar,-8.04317,-34.893261,5.0,3
1157,Com.Pão,-8.0415697,-34.8981781,5.0,4
1158,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
1159,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
1160,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
1161,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
1162,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
1163,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1164,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
1165,Ponte Nova,-8.0465311,-34.8981218,5.0,4
1166,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1167,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
1168,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
1169,Sugoi,-7.9998088,-34.8392563,4.0,1
1170,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
1171,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
1172,Spettus Steak House,-8.103658,-34.889275,4.5,17
1173,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
1174,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
1175,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
1176,Alphaiate,-8.104383,-34.887301,4.5,4
1177,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
1178,Tomaselli,-8.1029196,-34.8864594,4.5,3
1179,Benvinda,-8.10566,-34.889524,4.5,3
1180,Mingus,-8.0977966,-34.8847806,5.0,3
1181,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
1182,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
1183,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
1184,Underground,-8.0970402,-34.8834915,4.0,6
1185,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
1186,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
1187,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
1188,Italian Freddo,-8.1008997,-34.8865814,4.5,2
1189,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
1190,Club du Vin,-8.1055403,-34.8886108,4.0,2
1191,Club Bardot,-8.1101398,-34.892849,5.0,2
1192,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1193,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1194,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1195,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1196,Club Miró,-8.0539904,-34.8879318,4.5,5
1197,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1198,Bogart Café,-8.0546198,-34.8881798,4.5,5
1199,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1200,Itapissuma,-8.0542775,-34.8812561,5.0,2
1201,São Braz,-8.0543404,-34.8833504,4.5,3
1202,Kovacic,-8.0527096,-34.8887444,4.5,3
1203,O Vegetariano,-8.05235,-34.8889198,4.5,3
1204,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
1205,Iraq,-8.0565796,-34.8854599,3.5,6
1206,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
1207,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1208,Govinda,-8.0553703,-34.8859215,4.5,3
1209,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
1210,Igarassu,-8.0542775,-34.8812561,4.5,2
1211,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
1212,Sansa,-8.062973,-34.87236,4.5,8
1213,Downtown Pub,-8.0639,-34.8724599,4.5,11
1214,Paço do Frevo,-8.06154,-34.87092,4.5,7
1215,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1216,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1217,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1218,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1219,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1220,Caravela's,-8.0620203,-34.8714104,5.0,4
1221,Seu Boteco,-8.063757,-34.871309,4.5,7
1222,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1223,As Galerias,-8.0612999,-34.87173,4.5,5
1224,Cais do Sertão,-8.060006,-34.869925,4.5,5
1225,Praça da República,-8.0613403,-34.8777199,5.0,5
1226,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
1227,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
1228,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
1229,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
1230,São Braz Café,-8.0643997,-34.8738785,4.5,3
1231,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
1232,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1233,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1234,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1235,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1236,Paço do Frevo,-8.06154,-34.87092,4.5,7
1237,Praça da República,-8.0613403,-34.8777199,5.0,5
1238,Sansa,-8.062973,-34.87236,4.5,8
1239,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1240,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1241,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1242,Downtown Pub,-8.0639,-34.8724599,4.5,11
1243,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1244,Cais do Sertão,-8.060006,-34.869925,4.5,5
1245,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1246,Caravela's,-8.0620203,-34.8714104,5.0,4
1247,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1248,As Galerias,-8.0612999,-34.87173,4.5,5
1249,Itapissuma,-8.0542775,-34.8812561,5.0,2
1250,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
1251,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1252,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1253,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
1254,China 48,-8.0403204,-34.8926697,4.5,5
1255,Dalena,-8.0476161,-34.897091,4.5,9
1256,Chiwake,-8.0479241,-34.8954469,5.0,5
1257,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
1258,Via Paladar,-8.04317,-34.893261,5.0,3
1259,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
1260,Com.Pão,-8.0415697,-34.8981781,5.0,4
1261,Papaya Verde,-8.0454302,-34.8928795,4.5,4
1262,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
1263,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
1264,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
1265,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
1266,Confraria,-8.034333,-34.890739,4.5,6
1267,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
1268,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
1269,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1270,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1271,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
1272,Parraxaxá,-8.038119,-34.911863,4.5,14
1273,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
1274,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
1275,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
1276,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
1277,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
1278,Portal da Picanha,-8.03527,-34.899235,4.0,9
1279,Mutti Capriccio,-8.03706,-34.91138,4.0,7
1280,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
1281,Texanno's,-8.035727,-34.908796,4.0,6
1282,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
1283,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
1284,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
1285,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
1286,Kwai Burger,-8.03809,-34.90225,4.5,4
1287,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
1288,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
1289,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
1290,Yantai Express,-8.0325499,-34.9041481,3.0,6
1291,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
1292,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
1293,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
1294,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
1295,Vovó Nice,-8.04529,-34.9072304,5.0,4
1296,Parque Santana,-8.0061598,-34.9272308,5.0,4
1297,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
1298,Torre Massas,-8.0437202,-34.9105186,5.0,3
1299,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
1300,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
1301,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
1302,Recife Cocos,-8.0084925,-34.9365158,5.0,3
1303,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
1304,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
1305,Carlitos Burguer,-8.04387,-34.9092,3.5,7
1306,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
1307,Irajá,-8.04653,-34.91092,4.0,3
1308,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
1309,Santa Pizza,-8.0421658,-34.9084854,4.0,4
1310,Nova Torre,-8.0422916,-34.9098015,5.0,2
1311,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
1312,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1313,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
1314,Dalena,-8.0476161,-34.897091,4.5,9
1315,Chiwake,-8.0479241,-34.8954469,5.0,5
1316,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
1317,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
1318,China 48,-8.0403204,-34.8926697,4.5,5
1319,Papaya Verde,-8.0454302,-34.8928795,4.5,4
1320,Via Paladar,-8.04317,-34.893261,5.0,3
1321,Com.Pão,-8.0415697,-34.8981781,5.0,4
1322,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
1323,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
1324,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
1325,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
1326,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
1327,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1328,Famiglia Lucco,-8.0474396,-34.8949585,4.5,4
1329,Ponte Nova,-8.0465311,-34.8981218,5.0,4
1330,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1331,Na Venda - Chocolates e Cafés,-8.0451899,-34.8985901,5.0,3
1332,Bar e Restaurante Marisqueira,-8.0073512,-34.840877,5.0,1
1333,Sugoi,-7.9998088,-34.8392563,4.0,1
1334,Capitania Forneria & Mar,-7.9952755,-34.838913,5.0,1
1335,Sob Medida,-7.99626491926441,-34.8418368672758,1.0,1
1336,Spettus Steak House,-8.103658,-34.889275,4.5,17
1337,Nikko Japanese Fusion,-8.105029,-34.888829,4.5,7
1338,Camarada Camarão,-8.100946254656,-34.8864100361763,4.5,8
1339,Entre Amigos Praia,-8.09816842304372,-34.8840141766686,4.0,10
1340,Alphaiate,-8.104383,-34.887301,4.5,4
1341,Ganache Tortas Finas,-8.1124802,-34.8935699,5.0,3
1342,Tomaselli,-8.1029196,-34.8864594,4.5,3
1343,Benvinda,-8.10566,-34.889524,4.5,3
1344,Mingus,-8.0977966,-34.8847806,5.0,3
1345,Casa dos Frios,-8.1062803,-34.8901596,4.5,3
1346,Empadas Santa Massa,-8.103817,-34.8866997,4.5,3
1347,Wiella Bistrô,-8.1007299,-34.8876114,4.5,3
1348,Underground,-8.0970402,-34.8834915,4.0,6
1349,Diplomata Delicatessen,-8.1086502,-34.8903008,4.0,4
1350,Ça Va Bistrô,-8.0955496,-34.8840408,4.5,4
1351,Cakes Doceria,-8.1055498,-34.8895416,4.5,2
1352,Italian Freddo,-8.1008997,-34.8865814,4.5,2
1353,Chez Wiet Patisserie,-8.1007299,-34.8876114,4.5,2
1354,Club du Vin,-8.1055403,-34.8886108,4.0,2
1355,Club Bardot,-8.1101398,-34.892849,5.0,2
1356,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1357,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1358,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1359,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1360,Club Miró,-8.0539904,-34.8879318,4.5,5
1361,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1362,Bogart Café,-8.0546198,-34.8881798,4.5,5
1363,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1364,Itapissuma,-8.0542775,-34.8812561,5.0,2
1365,São Braz,-8.0543404,-34.8833504,4.5,3
1366,Kovacic,-8.0527096,-34.8887444,4.5,3
1367,O Vegetariano,-8.05235,-34.8889198,4.5,3
1368,Rua do lazer,-8.05469513775016,-34.8873583421417,4.5,4
1369,Iraq,-8.0565796,-34.8854599,3.5,6
1370,Tapioca da Maria,-8.0531301,-34.8873787,4.5,3
1371,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1372,Govinda,-8.0553703,-34.8859215,4.5,3
1373,Vasconcelos Bistrô e Café,-8.0478401,-34.8891907,4.5,3
1374,Igarassu,-8.0542775,-34.8812561,4.5,2
1375,Restaurante Acafrao,-8.05443,-34.8880692,4.5,3
1376,Sansa,-8.062973,-34.87236,4.5,8
1377,Downtown Pub,-8.0639,-34.8724599,4.5,11
1378,Paço do Frevo,-8.06154,-34.87092,4.5,7
1379,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1380,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1381,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1382,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1383,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1384,Caravela's,-8.0620203,-34.8714104,5.0,4
1385,Seu Boteco,-8.063757,-34.871309,4.5,7
1386,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1387,As Galerias,-8.0612999,-34.87173,4.5,5
1388,Cais do Sertão,-8.060006,-34.869925,4.5,5
1389,Praça da República,-8.0613403,-34.8777199,5.0,5
1390,Cioccolatte Gelateria,-8.0549221,-34.869442,5.0,4
1391,Praça do Marco Zero,-8.06301333046358,-34.8712680653359,4.5,4
1392,Rock & Ribs,-8.0586004,-34.8696785,4.5,4
1393,Bar Teatro Mamulengo,-8.0610504,-34.8716393,4.0,5
1394,São Braz Café,-8.0643997,-34.8738785,4.5,3
1395,Parque de Esculturas Francisco Brennand,-8.06360159193182,-34.868788326062,4.5,4
1396,Bar Central,-8.05779312123268,-34.880135199701,4.0,17
1397,Parque 13 de Maio,-8.0569096,-34.8833885,4.5,8
1398,Torre Malakoff,-8.06015249140342,-34.8711306772461,5.0,6
1399,Restaurante Puxinanã,-8.0576601,-34.8803291,4.5,5
1400,Paço do Frevo,-8.06154,-34.87092,4.5,7
1401,Praça da República,-8.0613403,-34.8777199,5.0,5
1402,Sansa,-8.062973,-34.87236,4.5,8
1403,Galeria Café Castro Alves,-8.0533199,-34.8791199,4.5,5
1404,Sinagoga Kahal Zur Israel,-8.0619001,-34.8713608,4.5,7
1405,Apolo Beer Café,-8.0612497,-34.872139,5.0,4
1406,Downtown Pub,-8.0639,-34.8724599,4.5,11
1407,Espaço Muda,-8.0533199,-34.8791199,4.5,3
1408,Cais do Sertão,-8.060006,-34.869925,4.5,5
1409,Restaurante Capitão Lima,-8.0541897,-34.8778,4.0,4
1410,Caravela's,-8.0620203,-34.8714104,5.0,4
1411,Bar Burburinho,-8.0640259,-34.8724022,4.5,6
1412,As Galerias,-8.0612999,-34.87173,4.5,5
1413,Itapissuma,-8.0542775,-34.8812561,5.0,2
1414,Frontal Ponto de Encontro,-8.0578604,-34.8801994,3.5,5
1415,Feirinha do Bom Jesus,-8.0621405,-34.8713989,4.5,5
1416,Empório Sertanejo,-8.0423002,-34.8914108,4.5,12
1417,O Rei das Coxinhas,-8.0443096,-34.894249,4.5,11
1418,China 48,-8.0403204,-34.8926697,4.5,5
1419,Dalena,-8.0476161,-34.897091,4.5,9
1420,Chiwake,-8.0479241,-34.8954469,5.0,5
1421,ZEN,-8.04413390541109,-34.8928966601909,3.5,13
1422,Via Paladar,-8.04317,-34.893261,5.0,3
1423,Winner Sports Bar,-8.0473804,-34.8937912,4.5,5
1424,Com.Pão,-8.0415697,-34.8981781,5.0,4
1425,Papaya Verde,-8.0454302,-34.8928795,4.5,4
1426,Panificadora e Confeitaria Espinheiro,-8.0422497,-34.8923988,4.5,3
1427,Restaurante Amarelo Manga,-8.0437498,-34.8926811,4.5,3
1428,Pão de Açúcar,-8.0460616,-34.8972255,4.5,6
1429,Bodega do Futuro,-8.0427656,-34.8987312,4.0,7
1430,Confraria,-8.034333,-34.890739,4.5,6
1431,Buca Trattoria,-8.0451803,-34.8933601,4.5,3
1432,Cachaçaria Tradição,-8.0449434,-34.8997402,4.5,5
1433,DaHora Restaurante e Pizzaria,-8.0451899,-34.8937683,4.5,3
1434,Terracio Restaurante,-8.0439501,-34.8928909,5.0,2
1435,Tay San Yuen,-8.04145816406097,-34.8938260227442,4.5,3
1436,Parraxaxá,-8.038119,-34.911863,4.5,14
1437,Ponto do Açaí,-8.0370197,-34.9015884,4.5,7
1438,Bar do Neno e Lula,-8.0328199,-34.90963,4.5,5
1439,Parque da Jaqueira,-8.0373402,-34.9030304,5.0,4
1440,Recanto Paraibano,-8.03479180944101,-34.9119366114309,4.0,7
1441,Canela Gastrobar,-8.0345201,-34.8987999,4.5,5
1442,Portal da Picanha,-8.03527,-34.899235,4.0,9
1443,Mutti Capriccio,-8.03706,-34.91138,4.0,7
1444,Famiglia Lucco Pizzas,-8.0320997,-34.913681,4.0,6
1445,Texanno's,-8.035727,-34.908796,4.0,6
1446,Pizzaria Candelabro,-8.0279684,-34.9118652,4.5,4
1447,Pan Jovem Jaqueira,-8.0355101,-34.9022598,4.5,3
1448,Le Olive Pizzeria,-8.0349102,-34.9014511,4.5,3
1449,Guaiamum Gigante,-8.0362701,-34.9102783,3.5,7
1450,Kwai Burger,-8.03809,-34.90225,4.5,4
1451,Sítio Trindade,-8.02981610254743,-34.9123603915405,4.5,3
1452,O Rei da Picanha,-8.0244981,-34.9104218,3.5,5
1453,Sabor do Doce,-8.0267601,-34.9048615,4.0,3
1454,Yantai Express,-8.0325499,-34.9041481,3.0,6
1455,Oma Pâtisserie e Bistrô,-8.0279455,-34.8995438,4.5,3
1456,La Pecora Nera,-8.0493145,-34.9118423,5.0,5
1457,Vaporetto Container Bar,-8.04002102272508,-34.9127634242177,4.5,9
1458,Itiban,-8.05032177998383,-34.9074477873834,4.0,11
1459,Vovó Nice,-8.04529,-34.9072304,5.0,4
1460,Parque Santana,-8.0061598,-34.9272308,5.0,4
1461,Dobradinha do Gordo,-8.045796,-34.907201,4.5,5
1462,Torre Massas,-8.0437202,-34.9105186,5.0,3
1463,Panificadora Nova Armada,-8.04610186521047,-34.9070861935616,4.0,6
1464,Delicia da Prazeres,-8.05186,-34.91823,4.5,3
1465,Bar do Ao Seu Dispor,-8.04184,-34.90811,3.5,7
1466,Recife Cocos,-8.0084925,-34.9365158,5.0,3
1467,Di Branco Recepções,-8.0474701,-34.9085503,4.5,3
1468,Speciale Pizzas Artesanais,-8.04589,-34.90691,3.5,6
1469,Carlitos Burguer,-8.04387,-34.9092,3.5,7
1470,Bar do Agenor,-8.0482397,-34.9145012,3.5,3
1471,Irajá,-8.04653,-34.91092,4.0,3
1472,Pizzaria La Cuca,-8.0436697,-34.9093018,4.5,3
1473,Santa Pizza,-8.0421658,-34.9084854,4.0,4
1474,Nova Torre,-8.0422916,-34.9098015,5.0,2
1475,Confraria do Sanduba,-8.04762,-34.90904,3.5,5
